Freq(MHz),Point,Lat,Lon,Elev(m),Pr(dBm)
100.00,AVG,32.62314,36.21094,583.0,-90.32
100.00,AVG,32.64287,34.92554,-1.0,-83.59
100.00,AVG,32.64287,34.93839,14.0,-83.70
100.00,AVG,32.64287,34.95125,20.0,-83.80
100.00,AVG,32.64287,34.96410,29.0,-83.90
100.00,AVG,32.64287,34.97695,107.0,-84.00
100.00,AVG,32.64287,34.98981,105.0,-84.10
100.00,AVG,32.64287,35.00266,158.0,-84.20
100.00,AVG,32.64287,35.01552,135.0,-84.30
100.00,AVG,32.64287,35.02837,164.0,-84.39
100.00,AVG,32.64287,35.04122,208.0,-84.49
100.00,AVG,32.64287,35.05408,272.0,-84.58
100.00,AVG,32.64287,35.06693,243.0,-84.67
100.00,AVG,32.64287,35.07979,149.0,-84.76
100.00,AVG,32.64287,35.09264,164.0,-84.85
100.00,AVG,32.64287,35.10549,177.0,-84.94
100.00,AVG,32.64287,35.11835,78.0,-85.03
100.00,AVG,32.64287,35.13120,49.0,-85.12
100.00,AVG,32.64287,35.14406,37.0,-85.21
100.00,AVG,32.64287,35.15691,43.0,-85.29
100.00,AVG,32.64287,35.16976,43.0,-85.38
100.00,AVG,32.64287,35.18262,43.0,-85.46
100.00,AVG,32.64287,35.19547,61.0,-85.54
100.00,AVG,32.64287,35.20833,50.0,-85.63
100.00,AVG,32.64287,35.22118,48.0,-85.71
100.00,AVG,32.64287,35.23403,51.0,-85.79
100.00,AVG,32.64287,35.24689,61.0,-85.87
100.00,AVG,32.64287,35.25974,82.0,-85.95
100.00,AVG,32.64287,35.27260,102.0,-86.02
100.00,AVG,32.64287,35.28545,84.0,-86.10
100.00,AVG,32.64287,35.29830,81.0,-86.18
100.00,AVG,32.64287,35.31116,108.0,-86.25
100.00,AVG,32.64287,35.32401,119.0,-86.33
100.00,AVG,32.64287,35.33687,148.0,-86.40
100.00,AVG,32.64287,35.34972,190.0,-86.48
100.00,AVG,32.64287,35.36257,152.0,-86.55
100.00,AVG,32.64287,35.37543,138.0,-86.62
100.00,AVG,32.64287,35.38828,123.0,-86.69
100.00,AVG,32.64287,35.40114,167.0,-86.77
100.00,AVG,32.64287,35.41399,155.0,-86.84
100.00,AVG,32.64287,35.42684,113.0,-86.91
100.00,AVG,32.64287,35.43970,119.0,-86.98
100.00,AVG,32.64287,35.45255,115.0,-87.04
100.00,AVG,32.64287,35.46541,48.0,-87.11
100.00,AVG,32.64287,35.47826,60.0,-87.18
100.00,AVG,32.64287,35.49111,159.0,-87.25
100.00,AVG,32.64287,35.50397,153.0,-87.31
100.00,AVG,32.64287,35.51682,240.0,-87.38
100.00,AVG,32.64287,35.52968,161.0,-87.45
100.00,AVG,32.64287,35.54253,22.0,-87.51
100.00,AVG,32.64287,35.55538,-145.0,-87.58
100.00,AVG,32.64287,35.56824,-250.0,-88.81
100.00,AVG,32.64287,35.58109,-232.0,-89.32
100.00,AVG,32.64287,35.59395,-230.0,-87.77
100.00,AVG,32.64287,35.60680,-211.0,-87.83
100.00,AVG,32.64287,35.61965,-196.0,-87.89
100.00,AVG,32.64287,35.63251,76.0,-87.95
100.00,AVG,32.64287,35.64536,283.0,-88.01
100.00,AVG,32.64287,35.65822,324.0,-88.07
100.00,AVG,32.64287,35.67107,66.0,-88.13
100.00,AVG,32.64287,35.68392,127.0,-88.19
100.00,AVG,32.64287,35.69678,311.0,-88.25
100.00,AVG,32.64287,35.70963,377.0,-88.31
100.00,AVG,32.64287,35.72249,374.0,-88.37
100.00,AVG,32.64287,35.73534,344.0,-88.43
100.00,AVG,32.64287,35.74819,344.0,-88.48
100.00,AVG,32.64287,35.76105,363.0,-88.54
100.00,AVG,32.64287,35.77390,411.0,-88.60
100.00,AVG,32.64287,35.78676,407.0,-88.65
100.00,AVG,32.64287,35.79961,416.0,-88.71
100.00,AVG,32.64287,35.81246,452.0,-88.77
100.00,AVG,32.64287,35.82532,530.0,-88.82
100.00,AVG,32.64287,35.83817,564.0,-88.88
100.00,AVG,32.64287,35.85103,514.0,-88.93
100.00,AVG,32.64287,35.86388,484.0,-88.99
100.00,AVG,32.64287,35.87673,507.0,-89.04
100.00,AVG,32.64287,35.88959,464.0,-89.09
100.00,AVG,32.64287,35.90244,454.0,-89.15
100.00,AVG,32.64287,35.91530,437.0,-89.20
100.00,AVG,32.64287,35.92815,259.0,-89.25
100.00,AVG,32.64287,35.94100,454.0,-89.30
100.00,AVG,32.64287,35.95386,449.0,-89.36
100.00,AVG,32.64287,35.96671,448.0,-89.41
100.00,AVG,32.64287,35.97957,448.0,-89.46
100.00,AVG,32.64287,35.99242,472.0,-89.51
100.00,AVG,32.64287,36.00527,452.0,-89.56
100.00,AVG,32.64287,36.01813,479.0,-89.61
100.00,AVG,32.64287,36.03098,490.0,-89.66
100.00,AVG,32.64287,36.04384,502.0,-89.71
100.00,AVG,32.64287,36.05669,478.0,-89.76
100.00,AVG,32.64287,36.06954,505.0,-89.81
100.00,AVG,32.64287,36.08240,507.0,-89.86
100.00,AVG,32.64287,36.09525,508.0,-89.91
100.00,AVG,32.64287,36.10811,523.0,-89.95
100.00,AVG,32.64287,36.12096,525.0,-90.00
100.00,AVG,32.64287,36.13381,522.0,-90.05
100.00,AVG,32.64287,36.14667,533.0,-90.10
100.00,AVG,32.64287,36.15952,557.0,-90.15
100.00,AVG,32.64287,36.17238,580.0,-90.19
100.00,AVG,32.64287,36.18523,582.0,-90.24
100.00,AVG,32.64287,36.19808,588.0,-90.29
100.00,AVG,32.64287,36.21094,578.0,-90.33
100.00,AVG,32.66260,34.92554,5.0,-83.59
100.00,AVG,32.66260,34.93839,18.0,-83.70
100.00,AVG,32.66260,34.95125,16.0,-83.80
100.00,AVG,32.66260,34.96410,34.0,-83.90
100.00,AVG,32.66260,34.97695,157.0,-84.00
100.00,AVG,32.66260,34.98981,97.0,-84.10
100.00,AVG,32.66260,35.00266,102.0,-84.20
100.00,AVG,32.66260,35.01552,192.0,-84.30
100.00,AVG,32.66260,35.02837,325.0,-84.39
100.00,AVG,32.66260,35.04122,326.0,-84.49
100.00,AVG,32.66260,35.05408,302.0,-84.58
100.00,AVG,32.66260,35.06693,262.0,-84.68
100.00,AVG,32.66260,35.07979,279.0,-84.77
100.00,AVG,32.66260,35.09264,270.0,-84.86
100.00,AVG,32.66260,35.10549,70.0,-84.95
100.00,AVG,32.66260,35.11835,37.0,-85.04
100.00,AVG,32.66260,35.13120,33.0,-85.13
100.00,AVG,32.66260,35.14406,30.0,-85.22
100.00,AVG,32.66260,35.15691,34.0,-85.30
100.00,AVG,32.66260,35.16976,41.0,-85.39
100.00,AVG,32.66260,35.18262,50.0,-85.47
100.00,AVG,32.66260,35.19547,63.0,-85.55
100.00,AVG,32.66260,35.20833,62.0,-85.64
100.00,AVG,32.66260,35.22118,93.0,-85.72
100.00,AVG,32.66260,35.23403,104.0,-85.80
100.00,AVG,32.66260,35.24689,114.0,-85.88
100.00,AVG,32.66260,35.25974,99.0,-85.96
100.00,AVG,32.66260,35.27260,78.0,-86.04
100.00,AVG,32.66260,35.28545,87.0,-86.11
100.00,AVG,32.66260,35.29830,97.0,-86.19
100.00,AVG,32.66260,35.31116,100.0,-86.27
100.00,AVG,32.66260,35.32401,118.0,-86.34
100.00,AVG,32.66260,35.33687,108.0,-86.42
100.00,AVG,32.66260,35.34972,118.0,-86.49
100.00,AVG,32.66260,35.36257,111.0,-86.56
100.00,AVG,32.66260,35.37543,97.0,-86.64
100.00,AVG,32.66260,35.38828,88.0,-86.71
100.00,AVG,32.66260,35.40114,78.0,-86.78
100.00,AVG,32.66260,35.41399,121.0,-86.85
100.00,AVG,32.66260,35.42684,42.0,-87.29
100.00,AVG,32.66260,35.43970,38.0,-86.99
100.00,AVG,32.66260,35.45255,78.0,-87.06
100.00,AVG,32.66260,35.46541,62.0,-87.13
100.00,AVG,32.66260,35.47826,101.0,-87.19
100.00,AVG,32.66260,35.49111,168.0,-87.26
100.00,AVG,32.66260,35.50397,232.0,-87.33
100.00,AVG,32.66260,35.51682,310.0,-87.39
100.00,AVG,32.66260,35.52968,129.0,-87.46
100.00,AVG,32.66260,35.54253,-69.0,-87.52
100.00,AVG,32.66260,35.55538,-188.0,-87.59
100.00,AVG,32.66260,35.56824,-221.0,-87.65
100.00,AVG,32.66260,35.58109,-200.0,-88.49
100.00,AVG,32.66260,35.59395,-198.0,-88.80
100.00,AVG,32.66260,35.60680,-224.0,-88.28
100.00,AVG,32.66260,35.61965,-217.0,-87.90
100.00,AVG,32.66260,35.63251,-6.0,-87.97
100.00,AVG,32.66260,35.64536,210.0,-88.03
100.00,AVG,32.66260,35.65822,285.0,-88.09
100.00,AVG,32.66260,35.67107,216.0,-88.15
100.00,AVG,32.66260,35.68392,221.0,-88.21
100.00,AVG,32.66260,35.69678,292.0,-88.26
100.00,AVG,32.66260,35.70963,313.0,-88.32
100.00,AVG,32.66260,35.72249,384.0,-88.38
100.00,AVG,32.66260,35.73534,389.0,-88.44
100.00,AVG,32.66260,35.74819,455.0,-88.50
100.00,AVG,32.66260,35.76105,396.0,-88.55
100.00,AVG,32.66260,35.77390,468.0,-88.61
100.00,AVG,32.66260,35.78676,466.0,-88.67
100.00,AVG,32.66260,35.79961,474.0,-88.72
100.00,AVG,32.66260,35.81246,435.0,-88.78
100.00,AVG,32.66260,35.82532,527.0,-88.83
100.00,AVG,32.66260,35.83817,516.0,-88.89
100.00,AVG,32.66260,35.85103,461.0,-88.94
100.00,AVG,32.66260,35.86388,475.0,-89.00
100.00,AVG,32.66260,35.87673,466.0,-89.05
100.00,AVG,32.66260,35.88959,428.0,-89.11
100.00,AVG,32.66260,35.90244,444.0,-89.16
100.00,AVG,32.66260,35.91530,314.0,-89.21
100.00,AVG,32.66260,35.92815,418.0,-89.27
100.00,AVG,32.66260,35.94100,441.0,-89.32
100.00,AVG,32.66260,35.95386,434.0,-89.37
100.00,AVG,32.66260,35.96671,442.0,-89.42
100.00,AVG,32.66260,35.97957,437.0,-89.47
100.00,AVG,32.66260,35.99242,434.0,-89.52
100.00,AVG,32.66260,36.00527,448.0,-89.57
100.00,AVG,32.66260,36.01813,465.0,-89.62
100.00,AVG,32.66260,36.03098,470.0,-89.67
100.00,AVG,32.66260,36.04384,468.0,-89.72
100.00,AVG,32.66260,36.05669,471.0,-89.77
100.00,AVG,32.66260,36.06954,487.0,-89.82
100.00,AVG,32.66260,36.08240,495.0,-89.87
100.00,AVG,32.66260,36.09525,505.0,-89.92
100.00,AVG,32.66260,36.10811,513.0,-89.97
100.00,AVG,32.66260,36.12096,513.0,-90.02
100.00,AVG,32.66260,36.13381,524.0,-90.06
100.00,AVG,32.66260,36.14667,531.0,-90.11
100.00,AVG,32.66260,36.15952,563.0,-90.16
100.00,AVG,32.66260,36.17238,583.0,-90.21
100.00,AVG,32.66260,36.18523,584.0,-90.25
100.00,AVG,32.66260,36.19808,588.0,-90.30
100.00,AVG,32.66260,36.21094,577.0,-90.34
100.00,AVG,32.68232,34.92554,0.0,-83.59
100.00,AVG,32.68232,34.93839,5.0,-83.70
100.00,AVG,32.68232,34.95125,15.0,-83.80
100.00,AVG,32.68232,34.96410,32.0,-83.91
100.00,AVG,32.68232,34.97695,146.0,-84.01
100.00,AVG,32.68232,34.98981,228.0,-84.11
100.00,AVG,32.68232,35.00266,203.0,-84.21
100.00,AVG,32.68232,35.01552,251.0,-84.31
100.00,AVG,32.68232,35.02837,404.0,-84.40
100.00,AVG,32.68232,35.04122,370.0,-84.50
100.00,AVG,32.68232,35.05408,419.0,-84.59
100.00,AVG,32.68232,35.06693,435.0,-84.68
100.00,AVG,32.68232,35.07979,447.0,-84.78
100.00,AVG,32.68232,35.09264,306.0,-84.87
100.00,AVG,32.68232,35.10549,33.0,-84.96
100.00,AVG,32.68232,35.11835,25.0,-85.05
100.00,AVG,32.68232,35.13120,29.0,-85.14
100.00,AVG,32.68232,35.14406,37.0,-85.23
100.00,AVG,32.68232,35.15691,47.0,-85.31
100.00,AVG,32.68232,35.16976,47.0,-85.40
100.00,AVG,32.68232,35.18262,58.0,-85.48
100.00,AVG,32.68232,35.19547,77.0,-85.56
100.00,AVG,32.68232,35.20833,90.0,-85.65
100.00,AVG,32.68232,35.22118,105.0,-85.73
100.00,AVG,32.68232,35.23403,190.0,-85.81
100.00,AVG,32.68232,35.24689,175.0,-85.89
100.00,AVG,32.68232,35.25974,251.0,-85.97
100.00,AVG,32.68232,35.27260,314.0,-86.05
100.00,AVG,32.68232,35.28545,273.0,-86.12
100.00,AVG,32.68232,35.29830,357.0,-86.20
100.00,AVG,32.68232,35.31116,191.0,-86.28
100.00,AVG,32.68232,35.32401,163.0,-86.35
100.00,AVG,32.68232,35.33687,132.0,-86.43
100.00,AVG,32.68232,35.34972,123.0,-86.50
100.00,AVG,32.68232,35.36257,118.0,-86.58
100.00,AVG,32.68232,35.37543,146.0,-86.65
100.00,AVG,32.68232,35.38828,360.0,-86.72
100.00,AVG,32.68232,35.40114,319.0,-86.79
100.00,AVG,32.68232,35.41399,87.0,-86.86
100.00,AVG,32.68232,35.42684,89.0,-86.93
100.00,AVG,32.68232,35.43970,121.0,-87.00
100.00,AVG,32.68232,35.45255,137.0,-87.07
100.00,AVG,32.68232,35.46541,125.0,-87.14
100.00,AVG,32.68232,35.47826,190.0,-87.21
100.00,AVG,32.68232,35.49111,222.0,-87.27
100.00,AVG,32.68232,35.50397,304.0,-87.34
100.00,AVG,32.68232,35.51682,137.0,-87.41
100.00,AVG,32.68232,35.52968,24.0,-87.47
100.00,AVG,32.68232,35.54253,-86.0,-87.54
100.00,AVG,32.68232,35.55538,-211.0,-88.40
100.00,AVG,32.68232,35.56824,-205.0,-87.85
100.00,AVG,32.68232,35.58109,-192.0,-88.70
100.00,AVG,32.68232,35.59395,-190.0,-89.47
100.00,AVG,32.68232,35.60680,-209.0,-88.21
100.00,AVG,32.68232,35.61965,-208.0,-87.92
100.00,AVG,32.68232,35.63251,-172.0,-87.98
100.00,AVG,32.68232,35.64536,-137.0,-88.04
100.00,AVG,32.68232,35.65822,-113.0,-88.10
100.00,AVG,32.68232,35.67107,-132.0,-88.16
100.00,AVG,32.68232,35.68392,-10.0,-88.22
100.00,AVG,32.68232,35.69678,208.0,-88.28
100.00,AVG,32.68232,35.70963,101.0,-88.34
100.00,AVG,32.68232,35.72249,300.0,-88.40
100.00,AVG,32.68232,35.73534,400.0,-88.45
100.00,AVG,32.68232,35.74819,392.0,-88.51
100.00,AVG,32.68232,35.76105,291.0,-88.57
100.00,AVG,32.68232,35.77390,439.0,-88.63
100.00,AVG,32.68232,35.78676,437.0,-88.68
100.00,AVG,32.68232,35.79961,429.0,-88.74
100.00,AVG,32.68232,35.81246,392.0,-88.79
100.00,AVG,32.68232,35.82532,451.0,-88.85
100.00,AVG,32.68232,35.83817,468.0,-88.90
100.00,AVG,32.68232,35.85103,454.0,-88.96
100.00,AVG,32.68232,35.86388,437.0,-89.01
100.00,AVG,32.68232,35.87673,445.0,-89.07
100.00,AVG,32.68232,35.88959,412.0,-89.12
100.00,AVG,32.68232,35.90244,205.0,-89.17
100.00,AVG,32.68232,35.91530,411.0,-89.23
100.00,AVG,32.68232,35.92815,423.0,-89.28
100.00,AVG,32.68232,35.94100,379.0,-89.33
100.00,AVG,32.68232,35.95386,422.0,-89.38
100.00,AVG,32.68232,35.96671,422.0,-89.43
100.00,AVG,32.68232,35.97957,432.0,-89.49
100.00,AVG,32.68232,35.99242,438.0,-89.54
100.00,AVG,32.68232,36.00527,439.0,-89.59
100.00,AVG,32.68232,36.01813,452.0,-89.64
100.00,AVG,32.68232,36.03098,456.0,-89.69
100.00,AVG,32.68232,36.04384,462.0,-89.74
100.00,AVG,32.68232,36.05669,470.0,-89.79
100.00,AVG,32.68232,36.06954,483.0,-89.84
100.00,AVG,32.68232,36.08240,490.0,-89.88
100.00,AVG,32.68232,36.09525,506.0,-89.93
100.00,AVG,32.68232,36.10811,525.0,-89.98
100.00,AVG,32.68232,36.12096,540.0,-90.03
100.00,AVG,32.68232,36.13381,562.0,-90.08
100.00,AVG,32.68232,36.14667,545.0,-90.12
100.00,AVG,32.68232,36.15952,543.0,-90.17
100.00,AVG,32.68232,36.17238,548.0,-90.22
100.00,AVG,32.68232,36.18523,560.0,-90.27
100.00,AVG,32.68232,36.19808,564.0,-90.31
100.00,AVG,32.68232,36.21094,571.0,-90.36
100.00,AVG,32.70205,34.92554,0.0,-83.60
100.00,AVG,32.70205,34.93839,3.0,-83.70
100.00,AVG,32.70205,34.95125,7.0,-83.81
100.00,AVG,32.70205,34.96410,22.0,-83.91
100.00,AVG,32.70205,34.97695,88.0,-84.01
100.00,AVG,32.70205,34.98981,201.0,-84.11
100.00,AVG,32.70205,35.00266,222.0,-84.21
100.00,AVG,32.70205,35.01552,296.0,-84.31
100.00,AVG,32.70205,35.02837,400.0,-84.41
100.00,AVG,32.70205,35.04122,403.0,-84.50
100.00,AVG,32.70205,35.05408,424.0,-84.60
100.00,AVG,32.70205,35.06693,446.0,-84.69
100.00,AVG,32.70205,35.07979,479.0,-84.79
100.00,AVG,32.70205,35.09264,271.0,-84.88
100.00,AVG,32.70205,35.10549,18.0,-84.97
100.00,AVG,32.70205,35.11835,110.0,-85.06
100.00,AVG,32.70205,35.13120,126.0,-85.15
100.00,AVG,32.70205,35.14406,63.0,-85.24
100.00,AVG,32.70205,35.15691,67.0,-85.32
100.00,AVG,32.70205,35.16976,97.0,-85.41
100.00,AVG,32.70205,35.18262,80.0,-85.49
100.00,AVG,32.70205,35.19547,87.0,-85.58
100.00,AVG,32.70205,35.20833,106.0,-85.66
100.00,AVG,32.70205,35.22118,224.0,-85.74
100.00,AVG,32.70205,35.23403,277.0,-85.82
100.00,AVG,32.70205,35.24689,289.0,-85.90
100.00,AVG,32.70205,35.25974,330.0,-85.98
100.00,AVG,32.70205,35.27260,410.0,-86.06
100.00,AVG,32.70205,35.28545,432.0,-86.14
100.00,AVG,32.70205,35.29830,354.0,-86.21
100.00,AVG,32.70205,35.31116,420.0,-86.29
100.00,AVG,32.70205,35.32401,418.0,-86.37
100.00,AVG,32.70205,35.33687,415.0,-86.44
100.00,AVG,32.70205,35.34972,406.0,-86.52
100.00,AVG,32.70205,35.36257,250.0,-86.59
100.00,AVG,32.70205,35.37543,241.0,-86.66
100.00,AVG,32.70205,35.38828,215.0,-86.73
100.00,AVG,32.70205,35.40114,127.0,-86.81
100.00,AVG,32.70205,35.41399,119.0,-86.88
100.00,AVG,32.70205,35.42684,181.0,-86.95
100.00,AVG,32.70205,35.43970,162.0,-87.02
100.00,AVG,32.70205,35.45255,143.0,-87.09
100.00,AVG,32.70205,35.46541,208.0,-87.15
100.00,AVG,32.70205,35.47826,302.0,-87.22
100.00,AVG,32.70205,35.49111,261.0,-87.29
100.00,AVG,32.70205,35.50397,12.0,-87.36
100.00,AVG,32.70205,35.51682,-65.0,-87.42
100.00,AVG,32.70205,35.52968,-56.0,-87.49
100.00,AVG,32.70205,35.54253,17.0,-87.55
100.00,AVG,32.70205,35.55538,-177.0,-87.77
100.00,AVG,32.70205,35.56824,-209.0,-87.83
100.00,AVG,32.70205,35.58109,-201.0,-89.15
100.00,AVG,32.70205,35.59395,-200.0,-88.92
100.00,AVG,32.70205,35.60680,-193.0,-88.33
100.00,AVG,32.70205,35.61965,-113.0,-87.93
100.00,AVG,32.70205,35.63251,-83.0,-88.00
100.00,AVG,32.70205,35.64536,156.0,-88.06
100.00,AVG,32.70205,35.65822,333.0,-88.12
100.00,AVG,32.70205,35.67107,40.0,-88.18
100.00,AVG,32.70205,35.68392,-109.0,-88.24
100.00,AVG,32.70205,35.69678,-85.0,-88.30
100.00,AVG,32.70205,35.70963,-22.0,-88.36
100.00,AVG,32.70205,35.72249,78.0,-88.41
100.00,AVG,32.70205,35.73534,149.0,-88.47
100.00,AVG,32.70205,35.74819,389.0,-88.53
100.00,AVG,32.70205,35.76105,379.0,-88.59
100.00,AVG,32.70205,35.77390,389.0,-88.64
100.00,AVG,32.70205,35.78676,388.0,-88.70
100.00,AVG,32.70205,35.79961,293.0,-88.75
100.00,AVG,32.70205,35.81246,397.0,-88.81
100.00,AVG,32.70205,35.82532,407.0,-88.87
100.00,AVG,32.70205,35.83817,395.0,-88.92
100.00,AVG,32.70205,35.85103,424.0,-88.97
100.00,AVG,32.70205,35.86388,344.0,-89.03
100.00,AVG,32.70205,35.87673,414.0,-89.08
100.00,AVG,32.70205,35.88959,128.0,-89.14
100.00,AVG,32.70205,35.90244,412.0,-89.19
100.00,AVG,32.70205,35.91530,414.0,-89.24
100.00,AVG,32.70205,35.92815,413.0,-89.29
100.00,AVG,32.70205,35.94100,358.0,-89.35
100.00,AVG,32.70205,35.95386,417.0,-89.40
100.00,AVG,32.70205,35.96671,423.0,-89.45
100.00,AVG,32.70205,35.97957,421.0,-89.50
100.00,AVG,32.70205,35.99242,428.0,-89.55
100.00,AVG,32.70205,36.00527,436.0,-89.60
100.00,AVG,32.70205,36.01813,440.0,-89.65
100.00,AVG,32.70205,36.03098,459.0,-89.70
100.00,AVG,32.70205,36.04384,461.0,-89.75
100.00,AVG,32.70205,36.05669,478.0,-89.80
100.00,AVG,32.70205,36.06954,488.0,-89.85
100.00,AVG,32.70205,36.08240,499.0,-89.90
100.00,AVG,32.70205,36.09525,520.0,-89.95
100.00,AVG,32.70205,36.10811,550.0,-90.00
100.00,AVG,32.70205,36.12096,567.0,-90.04
100.00,AVG,32.70205,36.13381,571.0,-90.09
100.00,AVG,32.70205,36.14667,547.0,-90.14
100.00,AVG,32.70205,36.15952,554.0,-90.19
100.00,AVG,32.70205,36.17238,555.0,-90.23
100.00,AVG,32.70205,36.18523,562.0,-90.28
100.00,AVG,32.70205,36.19808,566.0,-90.33
100.00,AVG,32.70205,36.21094,571.0,-90.37
100.00,AVG,32.72178,34.92554,0.0,-83.60
100.00,AVG,32.72178,34.93839,0.0,-83.71
100.00,AVG,32.72178,34.95125,4.0,-83.82
100.00,AVG,32.72178,34.96410,17.0,-83.92
100.00,AVG,32.72178,34.97695,160.0,-84.02
100.00,AVG,32.72178,34.98981,278.0,-84.12
100.00,AVG,32.72178,35.00266,221.0,-84.22
100.00,AVG,32.72178,35.01552,301.0,-84.32
100.00,AVG,32.72178,35.02837,300.0,-84.42
100.00,AVG,32.72178,35.04122,481.0,-84.51
100.00,AVG,32.72178,35.05408,512.0,-84.61
100.00,AVG,32.72178,35.06693,410.0,-84.70
100.00,AVG,32.72178,35.07979,381.0,-84.80
100.00,AVG,32.72178,35.09264,38.0,-84.89
100.00,AVG,32.72178,35.10549,17.0,-84.98
100.00,AVG,32.72178,35.11835,73.0,-85.07
100.00,AVG,32.72178,35.13120,178.0,-85.16
100.00,AVG,32.72178,35.14406,137.0,-85.25
100.00,AVG,32.72178,35.15691,137.0,-85.34
100.00,AVG,32.72178,35.16976,121.0,-85.42
100.00,AVG,32.72178,35.18262,117.0,-85.51
100.00,AVG,32.72178,35.19547,126.0,-85.59
100.00,AVG,32.72178,35.20833,142.0,-85.67
100.00,AVG,32.72178,35.22118,156.0,-85.75
100.00,AVG,32.72178,35.23403,219.0,-85.84
100.00,AVG,32.72178,35.24689,273.0,-85.92
100.00,AVG,32.72178,35.25974,247.0,-86.00
100.00,AVG,32.72178,35.27260,284.0,-86.07
100.00,AVG,32.72178,35.28545,281.0,-86.15
100.00,AVG,32.72178,35.29830,324.0,-86.23
100.00,AVG,32.72178,35.31116,318.0,-86.31
100.00,AVG,32.72178,35.32401,408.0,-86.38
100.00,AVG,32.72178,35.33687,546.0,-86.46
100.00,AVG,32.72178,35.34972,481.0,-86.53
100.00,AVG,32.72178,35.36257,400.0,-86.60
100.00,AVG,32.72178,35.37543,337.0,-86.68
100.00,AVG,32.72178,35.38828,203.0,-86.75
100.00,AVG,32.72178,35.40114,181.0,-86.82
100.00,AVG,32.72178,35.41399,169.0,-86.89
100.00,AVG,32.72178,35.42684,210.0,-86.96
100.00,AVG,32.72178,35.43970,235.0,-87.03
100.00,AVG,32.72178,35.45255,249.0,-87.10
100.00,AVG,32.72178,35.46541,248.0,-87.17
100.00,AVG,32.72178,35.47826,260.0,-87.24
100.00,AVG,32.72178,35.49111,17.0,-87.31
100.00,AVG,32.72178,35.50397,-64.0,-87.37
100.00,AVG,32.72178,35.51682,-86.0,-87.44
100.00,AVG,32.72178,35.52968,-50.0,-87.51
100.00,AVG,32.72178,35.54253,53.0,-87.57
100.00,AVG,32.72178,35.55538,-32.0,-87.64
100.00,AVG,32.72178,35.56824,-191.0,-87.85
100.00,AVG,32.72178,35.58109,-216.0,-88.39
100.00,AVG,32.72178,35.59395,-216.0,-88.80
100.00,AVG,32.72178,35.60680,-216.0,-88.64
100.00,AVG,32.72178,35.61965,-202.0,-87.95
100.00,AVG,32.72178,35.63251,-154.0,-88.01
100.00,AVG,32.72178,35.64536,81.0,-88.07
100.00,AVG,32.72178,35.65822,357.0,-88.13
100.00,AVG,32.72178,35.67107,328.0,-88.19
100.00,AVG,32.72178,35.68392,172.0,-88.25
100.00,AVG,32.72178,35.69678,1.0,-88.31
100.00,AVG,32.72178,35.70963,108.0,-88.37
100.00,AVG,32.72178,35.72249,-105.0,-88.43
100.00,AVG,32.72178,35.73534,-5.0,-88.49
100.00,AVG,32.72178,35.74819,304.0,-88.54
100.00,AVG,32.72178,35.76105,334.0,-88.60
100.00,AVG,32.72178,35.77390,101.0,-88.66
100.00,AVG,32.72178,35.78676,132.0,-88.72
100.00,AVG,32.72178,35.79961,200.0,-88.77
100.00,AVG,32.72178,35.81246,268.0,-88.83
100.00,AVG,32.72178,35.82532,319.0,-88.88
100.00,AVG,32.72178,35.83817,228.0,-88.94
100.00,AVG,32.72178,35.85103,262.0,-88.99
100.00,AVG,32.72178,35.86388,307.0,-89.05
100.00,AVG,32.72178,35.87673,157.0,-89.10
100.00,AVG,32.72178,35.88959,68.0,-89.98
100.00,AVG,32.72178,35.90244,89.0,-89.73
100.00,AVG,32.72178,35.91530,165.0,-89.26
100.00,AVG,32.72178,35.92815,163.0,-90.02
100.00,AVG,32.72178,35.94100,405.0,-89.36
100.00,AVG,32.72178,35.95386,418.0,-89.41
100.00,AVG,32.72178,35.96671,424.0,-89.47
100.00,AVG,32.72178,35.97957,431.0,-89.52
100.00,AVG,32.72178,35.99242,439.0,-89.57
100.00,AVG,32.72178,36.00527,442.0,-89.62
100.00,AVG,32.72178,36.01813,453.0,-89.67
100.00,AVG,32.72178,36.03098,467.0,-89.72
100.00,AVG,32.72178,36.04384,480.0,-89.77
100.00,AVG,32.72178,36.05669,497.0,-89.82
100.00,AVG,32.72178,36.06954,502.0,-89.87
100.00,AVG,32.72178,36.08240,519.0,-89.91
100.00,AVG,32.72178,36.09525,532.0,-89.96
100.00,AVG,32.72178,36.10811,536.0,-90.01
100.00,AVG,32.72178,36.12096,536.0,-90.06
100.00,AVG,32.72178,36.13381,541.0,-90.11
100.00,AVG,32.72178,36.14667,543.0,-90.15
100.00,AVG,32.72178,36.15952,547.0,-90.20
100.00,AVG,32.72178,36.17238,553.0,-90.25
100.00,AVG,32.72178,36.18523,556.0,-90.29
100.00,AVG,32.72178,36.19808,559.0,-90.34
100.00,AVG,32.72178,36.21094,568.0,-90.39
100.00,AVG,32.74150,34.92554,0.0,-83.61
100.00,AVG,32.74150,34.93839,0.0,-83.72
100.00,AVG,32.74150,34.95125,3.0,-83.82
100.00,AVG,32.74150,34.96410,17.0,-83.93
100.00,AVG,32.74150,34.97695,182.0,-84.03
100.00,AVG,32.74150,34.98981,219.0,-84.13
100.00,AVG,32.74150,35.00266,338.0,-84.23
100.00,AVG,32.74150,35.01552,311.0,-84.33
100.00,AVG,32.74150,35.02837,426.0,-84.43
