Freq(MHz),Point,Lat,Lon,Elev(m),Pr(dBm)
100.00,WP1,31.08448,35.60680,346.0,-88.38
100.00,WP1,31.08448,35.61965,796.0,-88.43
100.00,WP1,31.08448,35.63251,567.0,-88.49
100.00,WP1,31.08448,35.64536,931.0,-88.55
100.00,WP1,31.08448,35.65822,1234.0,-88.60
100.00,WP1,31.08448,35.67107,1191.0,-88.66
100.00,WP1,31.08448,35.68392,1189.0,-88.72
100.00,WP1,31.08448,35.69678,1177.0,-88.77
100.00,WP1,31.08448,35.70963,1168.0,-88.83
100.00,WP1,31.08448,35.72249,1139.0,-88.88
100.00,WP1,31.08448,35.73534,1075.0,-88.94
100.00,WP1,31.08448,35.74819,1115.0,-88.99
100.00,WP1,31.08448,35.76105,1110.0,-89.05
100.00,WP1,31.08448,35.77390,1046.0,-89.10
100.00,WP1,31.08448,35.78676,1008.0,-89.15
100.00,WP1,31.08448,35.79961,1061.0,-89.21
100.00,WP1,31.08448,35.81246,1062.0,-89.26
100.00,WP1,31.08448,35.82532,1057.0,-89.31
100.00,WP1,31.08448,35.83817,956.0,-89.37
100.00,WP1,31.08448,35.85103,949.0,-89.42
100.00,WP1,31.08448,35.86388,956.0,-89.47
100.00,WP1,31.08448,35.87673,959.0,-89.52
100.00,WP1,31.08448,35.88959,1015.0,-89.57
100.00,WP1,31.08448,35.90244,941.0,-89.62
100.00,WP1,31.08448,35.91530,979.0,-89.67
100.00,WP1,31.08448,35.92815,970.0,-89.72
100.00,WP1,31.08448,35.94100,960.0,-89.77
100.00,WP1,31.08448,35.95386,917.0,-89.82
100.00,WP1,31.08448,35.96671,877.0,-89.87
100.00,WP1,31.08448,35.97957,888.0,-89.92
100.00,WP1,31.08448,35.99242,875.0,-89.97
100.00,WP1,31.08448,36.00527,830.0,-90.02
100.00,WP1,31.08448,36.01813,824.0,-90.07
100.00,WP1,31.08448,36.03098,822.0,-90.12
100.00,WP1,31.08448,36.04384,830.0,-90.17
100.00,WP1,31.08448,36.05669,841.0,-90.21
100.00,WP1,31.08448,36.06954,872.0,-90.26
100.00,WP1,31.08448,36.08240,937.0,-90.31
100.00,WP1,31.08448,36.09525,914.0,-90.36
100.00,WP1,31.08448,36.10811,911.0,-90.40
100.00,WP1,31.08448,36.12096,862.0,-90.45
100.00,WP1,31.08448,36.13381,884.0,-90.50
100.00,WP1,31.08448,36.14667,841.0,-90.54
100.00,WP1,31.08448,36.15952,836.0,-90.59
100.00,WP1,31.08448,36.17238,824.0,-90.63
100.00,WP1,31.08448,36.18523,817.0,-90.68
100.00,WP1,31.08448,36.19808,816.0,-90.72
100.00,WP1,31.08448,36.21094,813.0,-90.77
100.00,WP1,31.10420,34.92554,468.0,-84.77
100.00,WP1,31.10420,34.93839,474.0,-84.85
100.00,WP1,31.10420,34.95125,486.0,-84.93
100.00,WP1,31.10420,34.96410,495.0,-85.01
100.00,WP1,31.10420,34.97695,518.0,-85.09
100.00,WP1,31.10420,34.98981,561.0,-85.17
100.00,WP1,31.10420,35.00266,512.0,-85.25
100.00,WP1,31.10420,35.01552,508.0,-85.33
100.00,WP1,31.10420,35.02837,560.0,-85.40
100.00,WP1,31.10420,35.04122,644.0,-85.48
100.00,WP1,31.10420,35.05408,628.0,-85.56
100.00,WP1,31.10420,35.06693,595.0,-85.63
100.00,WP1,31.10420,35.07979,526.0,-85.71
100.00,WP1,31.10420,35.09264,471.0,-85.78
100.00,WP1,31.10420,35.10549,413.0,-85.86
100.00,WP1,31.10420,35.11835,414.0,-85.93
100.00,WP1,31.10420,35.13120,463.0,-86.01
100.00,WP1,31.10420,35.14406,467.0,-86.08
100.00,WP1,31.10420,35.15691,373.0,-86.15
100.00,WP1,31.10420,35.16976,245.0,-86.22
100.00,WP1,31.10420,35.18262,271.0,-86.30
100.00,WP1,31.10420,35.19547,277.0,-86.37
100.00,WP1,31.10420,35.20833,309.0,-86.44
100.00,WP1,31.10420,35.22118,308.0,-86.51
100.00,WP1,31.10420,35.23403,333.0,-86.58
100.00,WP1,31.10420,35.24689,268.0,-86.65
100.00,WP1,31.10420,35.25974,251.0,-86.71
100.00,WP1,31.10420,35.27260,231.0,-86.78
100.00,WP1,31.10420,35.28545,211.0,-86.85
100.00,WP1,31.10420,35.29830,153.0,-86.92
100.00,WP1,31.10420,35.31116,157.0,-86.98
100.00,WP1,31.10420,35.32401,139.0,-87.05
100.00,WP1,31.10420,35.33687,-55.0,-87.12
100.00,WP1,31.10420,35.34972,-267.0,-117.18
100.00,WP1,31.10420,35.36257,-281.0,-117.25
100.00,WP1,31.10420,35.37543,-259.0,-87.31
100.00,WP1,31.10420,35.38828,-295.0,-87.38
100.00,WP1,31.10420,35.40114,-394.0,-87.44
100.00,WP1,31.10420,35.41399,-394.0,-87.51
100.00,WP1,31.10420,35.42684,-394.0,-87.57
100.00,WP1,31.10420,35.43970,-394.0,-87.63
100.00,WP1,31.10420,35.45255,-391.0,-87.69
100.00,WP1,31.10420,35.46541,-396.0,-87.75
100.00,WP1,31.10420,35.47826,-396.0,-87.82
100.00,WP1,31.10420,35.49111,-396.0,-87.88
100.00,WP1,31.10420,35.50397,-396.0,-87.94
100.00,WP1,31.10420,35.51682,-393.0,-88.00
100.00,WP1,31.10420,35.52968,-349.0,-88.06
100.00,WP1,31.10420,35.54253,-57.0,-88.12
100.00,WP1,31.10420,35.55538,353.0,-88.17
100.00,WP1,31.10420,35.56824,141.0,-88.23
100.00,WP1,31.10420,35.58109,44.0,-88.29
100.00,WP1,31.10420,35.59395,102.0,-88.35
100.00,WP1,31.10420,35.60680,283.0,-88.41
100.00,WP1,31.10420,35.61965,801.0,-88.46
100.00,WP1,31.10420,35.63251,961.0,-88.52
100.00,WP1,31.10420,35.64536,1135.0,-88.58
100.00,WP1,31.10420,35.65822,1210.0,-88.63
100.00,WP1,31.10420,35.67107,1201.0,-88.69
100.00,WP1,31.10420,35.68392,1146.0,-88.74
100.00,WP1,31.10420,35.69678,1140.0,-88.80
100.00,WP1,31.10420,35.70963,1169.0,-88.85
100.00,WP1,31.10420,35.72249,1143.0,-88.91
100.00,WP1,31.10420,35.73534,1067.0,-88.96
100.00,WP1,31.10420,35.74819,1081.0,-89.02
100.00,WP1,31.10420,35.76105,1077.0,-89.07
100.00,WP1,31.10420,35.77390,1008.0,-89.13
100.00,WP1,31.10420,35.78676,1003.0,-89.18
100.00,WP1,31.10420,35.79961,1006.0,-89.23
100.00,WP1,31.10420,35.81246,953.0,-89.29
100.00,WP1,31.10420,35.82532,939.0,-89.34
100.00,WP1,31.10420,35.83817,1038.0,-89.39
100.00,WP1,31.10420,35.85103,984.0,-89.44
100.00,WP1,31.10420,35.86388,977.0,-89.49
100.00,WP1,31.10420,35.87673,966.0,-89.54
100.00,WP1,31.10420,35.88959,914.0,-89.60
100.00,WP1,31.10420,35.90244,926.0,-89.65
100.00,WP1,31.10420,35.91530,950.0,-89.70
100.00,WP1,31.10420,35.92815,932.0,-89.75
100.00,WP1,31.10420,35.94100,932.0,-89.80
100.00,WP1,31.10420,35.95386,868.0,-89.85
100.00,WP1,31.10420,35.96671,879.0,-89.90
100.00,WP1,31.10420,35.97957,904.0,-89.94
100.00,WP1,31.10420,35.99242,853.0,-89.99
100.00,WP1,31.10420,36.00527,812.0,-90.04
100.00,WP1,31.10420,36.01813,822.0,-90.09
100.00,WP1,31.10420,36.03098,835.0,-90.14
100.00,WP1,31.10420,36.04384,848.0,-90.19
100.00,WP1,31.10420,36.05669,862.0,-90.23
100.00,WP1,31.10420,36.06954,914.0,-90.28
100.00,WP1,31.10420,36.08240,916.0,-90.33
100.00,WP1,31.10420,36.09525,901.0,-90.37
100.00,WP1,31.10420,36.10811,866.0,-90.42
100.00,WP1,31.10420,36.12096,860.0,-90.47
100.00,WP1,31.10420,36.13381,843.0,-90.51
100.00,WP1,31.10420,36.14667,828.0,-90.56
100.00,WP1,31.10420,36.15952,819.0,-90.61
100.00,WP1,31.10420,36.17238,816.0,-90.65
100.00,WP1,31.10420,36.18523,803.0,-90.70
100.00,WP1,31.10420,36.19808,811.0,-90.74
100.00,WP1,31.10420,36.21094,813.0,-90.79
100.00,WP1,31.12393,34.92554,459.0,-84.84
100.00,WP1,31.12393,34.93839,447.0,-84.92
100.00,WP1,31.12393,34.95125,470.0,-85.00
100.00,WP1,31.12393,34.96410,449.0,-85.08
100.00,WP1,31.12393,34.97695,448.0,-85.16
100.00,WP1,31.12393,34.98981,461.0,-85.24
100.00,WP1,31.12393,35.00266,474.0,-85.31
100.00,WP1,31.12393,35.01552,481.0,-85.39
100.00,WP1,31.12393,35.02837,531.0,-85.47
100.00,WP1,31.12393,35.04122,560.0,-85.54
100.00,WP1,31.12393,35.05408,591.0,-85.62
100.00,WP1,31.12393,35.06693,602.0,-85.69
100.00,WP1,31.12393,35.07979,612.0,-85.77
100.00,WP1,31.12393,35.09264,600.0,-85.84
100.00,WP1,31.12393,35.10549,619.0,-85.91
100.00,WP1,31.12393,35.11835,451.0,-85.99
100.00,WP1,31.12393,35.13120,360.0,-86.06
100.00,WP1,31.12393,35.14406,367.0,-86.13
100.00,WP1,31.12393,35.15691,447.0,-86.20
100.00,WP1,31.12393,35.16976,350.0,-86.28
100.00,WP1,31.12393,35.18262,156.0,-86.35
100.00,WP1,31.12393,35.19547,171.0,-86.42
100.00,WP1,31.12393,35.20833,266.0,-86.49
100.00,WP1,31.12393,35.22118,212.0,-86.56
100.00,WP1,31.12393,35.23403,260.0,-86.62
100.00,WP1,31.12393,35.24689,254.0,-86.69
100.00,WP1,31.12393,35.25974,215.0,-86.76
100.00,WP1,31.12393,35.27260,194.0,-86.83
100.00,WP1,31.12393,35.28545,207.0,-86.89
100.00,WP1,31.12393,35.29830,153.0,-86.96
100.00,WP1,31.12393,35.31116,120.0,-87.03
100.00,WP1,31.12393,35.32401,92.0,-87.09
100.00,WP1,31.12393,35.33687,-221.0,-117.16
100.00,WP1,31.12393,35.34972,-255.0,-117.23
100.00,WP1,31.12393,35.36257,-320.0,-117.29
100.00,WP1,31.12393,35.37543,-325.0,-117.35
100.00,WP1,31.12393,35.38828,-379.0,-117.42
100.00,WP1,31.12393,35.40114,-394.0,-117.48
100.00,WP1,31.12393,35.41399,-394.0,-87.54
100.00,WP1,31.12393,35.42684,-394.0,-87.61
100.00,WP1,31.12393,35.43970,-394.0,-87.67
100.00,WP1,31.12393,35.45255,-394.0,-87.73
100.00,WP1,31.12393,35.46541,-396.0,-87.79
100.00,WP1,31.12393,35.47826,-396.0,-87.85
100.00,WP1,31.12393,35.49111,-396.0,-87.91
100.00,WP1,31.12393,35.50397,-396.0,-87.97
100.00,WP1,31.12393,35.51682,-387.0,-88.03
100.00,WP1,31.12393,35.52968,-354.0,-88.09
100.00,WP1,31.12393,35.54253,-153.0,-88.15
100.00,WP1,31.12393,35.55538,-182.0,-88.21
100.00,WP1,31.12393,35.56824,-5.0,-88.27
100.00,WP1,31.12393,35.58109,0.0,-88.32
100.00,WP1,31.12393,35.59395,390.0,-88.38
100.00,WP1,31.12393,35.60680,854.0,-88.44
100.00,WP1,31.12393,35.61965,978.0,-88.49
100.00,WP1,31.12393,35.63251,1021.0,-88.55
100.00,WP1,31.12393,35.64536,1038.0,-88.61
100.00,WP1,31.12393,35.65822,1190.0,-88.66
100.00,WP1,31.12393,35.67107,1248.0,-88.72
100.00,WP1,31.12393,35.68392,1083.0,-88.77
100.00,WP1,31.12393,35.69678,1130.0,-88.83
100.00,WP1,31.12393,35.70963,1118.0,-88.88
100.00,WP1,31.12393,35.72249,1141.0,-88.94
100.00,WP1,31.12393,35.73534,1027.0,-88.99
100.00,WP1,31.12393,35.74819,1040.0,-89.05
100.00,WP1,31.12393,35.76105,1017.0,-89.10
100.00,WP1,31.12393,35.77390,969.0,-89.15
100.00,WP1,31.12393,35.78676,935.0,-89.21
100.00,WP1,31.12393,35.79961,924.0,-89.26
100.00,WP1,31.12393,35.81246,974.0,-89.31
100.00,WP1,31.12393,35.82532,997.0,-89.36
100.00,WP1,31.12393,35.83817,991.0,-89.41
100.00,WP1,31.12393,35.85103,920.0,-89.47
100.00,WP1,31.12393,35.86388,967.0,-89.52
100.00,WP1,31.12393,35.87673,918.0,-89.57
100.00,WP1,31.12393,35.88959,907.0,-89.62
100.00,WP1,31.12393,35.90244,885.0,-89.67
100.00,WP1,31.12393,35.91530,878.0,-89.72
100.00,WP1,31.12393,35.92815,901.0,-89.77
100.00,WP1,31.12393,35.94100,919.0,-89.82
100.00,WP1,31.12393,35.95386,837.0,-89.87
100.00,WP1,31.12393,35.96671,860.0,-89.92
100.00,WP1,31.12393,35.97957,825.0,-89.97
100.00,WP1,31.12393,35.99242,881.0,-90.01
100.00,WP1,31.12393,36.00527,824.0,-90.06
100.00,WP1,31.12393,36.01813,843.0,-90.11
100.00,WP1,31.12393,36.03098,842.0,-90.16
100.00,WP1,31.12393,36.04384,882.0,-90.21
100.00,WP1,31.12393,36.05669,880.0,-90.25
100.00,WP1,31.12393,36.06954,885.0,-90.30
100.00,WP1,31.12393,36.08240,912.0,-90.35
100.00,WP1,31.12393,36.09525,934.0,-90.39
100.00,WP1,31.12393,36.10811,919.0,-90.44
100.00,WP1,31.12393,36.12096,869.0,-90.49
100.00,WP1,31.12393,36.13381,835.0,-90.53
100.00,WP1,31.12393,36.14667,816.0,-90.58
100.00,WP1,31.12393,36.15952,813.0,-90.62
100.00,WP1,31.12393,36.17238,821.0,-90.67
100.00,WP1,31.12393,36.18523,801.0,-90.71
100.00,WP1,31.12393,36.19808,811.0,-90.76
100.00,WP1,31.12393,36.21094,813.0,-90.80
100.00,WP1,31.14366,34.92554,415.0,-84.91
100.00,WP1,31.14366,34.93839,456.0,-84.99
100.00,WP1,31.14366,34.95125,460.0,-85.07
100.00,WP1,31.14366,34.96410,460.0,-85.15
100.00,WP1,31.14366,34.97695,425.0,-85.23
100.00,WP1,31.14366,34.98981,440.0,-85.30
100.00,WP1,31.14366,35.00266,457.0,-85.38
100.00,WP1,31.14366,35.01552,461.0,-85.46
100.00,WP1,31.14366,35.02837,483.0,-85.53
100.00,WP1,31.14366,35.04122,488.0,-85.61
100.00,WP1,31.14366,35.05408,527.0,-85.68
100.00,WP1,31.14366,35.06693,534.0,-85.75
100.00,WP1,31.14366,35.07979,555.0,-85.83
100.00,WP1,31.14366,35.09264,591.0,-85.90
100.00,WP1,31.14366,35.10549,601.0,-85.97
100.00,WP1,31.14366,35.11835,602.0,-86.04
100.00,WP1,31.14366,35.13120,541.0,-86.12
100.00,WP1,31.14366,35.14406,328.0,-86.19
100.00,WP1,31.14366,35.15691,306.0,-86.26
100.00,WP1,31.14366,35.16976,307.0,-86.33
100.00,WP1,31.14366,35.18262,245.0,-86.40
100.00,WP1,31.14366,35.19547,217.0,-86.47
100.00,WP1,31.14366,35.20833,189.0,-86.54
100.00,WP1,31.14366,35.22118,179.0,-86.61
100.00,WP1,31.14366,35.23403,158.0,-86.67
100.00,WP1,31.14366,35.24689,122.0,-86.74
100.00,WP1,31.14366,35.25974,126.0,-86.81
100.00,WP1,31.14366,35.27260,152.0,-86.88
100.00,WP1,31.14366,35.28545,132.0,-86.94
100.00,WP1,31.14366,35.29830,4.0,-87.01
100.00,WP1,31.14366,35.31116,97.0,-87.07
100.00,WP1,31.14366,35.32401,61.0,-87.14
100.00,WP1,31.14366,35.33687,-58.0,-87.20
100.00,WP1,31.14366,35.34972,-115.0,-87.27
100.00,WP1,31.14366,35.36257,-341.0,-117.33
100.00,WP1,31.14366,35.37543,-387.0,-117.40
100.00,WP1,31.14366,35.38828,-394.0,-87.46
100.00,WP1,31.14366,35.40114,-394.0,-87.52
100.00,WP1,31.14366,35.41399,-394.0,-87.58
100.00,WP1,31.14366,35.42684,-394.0,-87.64
100.00,WP1,31.14366,35.43970,-394.0,-87.71
100.00,WP1,31.14366,35.45255,-394.0,-87.77
100.00,WP1,31.14366,35.46541,-396.0,-87.83
100.00,WP1,31.14366,35.47826,-396.0,-87.89
100.00,WP1,31.14366,35.49111,-396.0,-87.95
100.00,WP1,31.14366,35.50397,-392.0,-88.01
100.00,WP1,31.14366,35.51682,-388.0,-88.07
100.00,WP1,31.14366,35.52968,-371.0,-88.13
100.00,WP1,31.14366,35.54253,-169.0,-88.18
100.00,WP1,31.14366,35.55538,43.0,-88.24
100.00,WP1,31.14366,35.56824,140.0,-88.30
100.00,WP1,31.14366,35.58109,544.0,-88.36
100.00,WP1,31.14366,35.59395,830.0,-88.41
100.00,WP1,31.14366,35.60680,997.0,-88.47
100.00,WP1,31.14366,35.61965,768.0,-88.53
100.00,WP1,31.14366,35.63251,730.0,-88.58
100.00,WP1,31.14366,35.64536,895.0,-88.64
100.00,WP1,31.14366,35.65822,1032.0,-88.69
100.00,WP1,31.14366,35.67107,1174.0,-88.75
100.00,WP1,31.14366,35.68392,1037.0,-88.80
100.00,WP1,31.14366,35.69678,1143.0,-88.86
100.00,WP1,31.14366,35.70963,1062.0,-88.91
100.00,WP1,31.14366,35.72249,1083.0,-88.97
100.00,WP1,31.14366,35.73534,1009.0,-89.02
100.00,WP1,31.14366,35.74819,983.0,-89.07
100.00,WP1,31.14366,35.76105,937.0,-89.13
100.00,WP1,31.14366,35.77390,936.0,-89.18
100.00,WP1,31.14366,35.78676,904.0,-89.23
100.00,WP1,31.14366,35.79961,925.0,-89.28
100.00,WP1,31.14366,35.81246,963.0,-89.34
100.00,WP1,31.14366,35.82532,963.0,-89.39
100.00,WP1,31.14366,35.83817,920.0,-89.44
100.00,WP1,31.14366,35.85103,859.0,-89.49
100.00,WP1,31.14366,35.86388,848.0,-89.54
100.00,WP1,31.14366,35.87673,871.0,-89.59
100.00,WP1,31.14366,35.88959,865.0,-89.64
100.00,WP1,31.14366,35.90244,851.0,-89.69
100.00,WP1,31.14366,35.91530,854.0,-89.74
100.00,WP1,31.14366,35.92815,859.0,-89.79
100.00,WP1,31.14366,35.94100,807.0,-89.84
100.00,WP1,31.14366,35.95386,852.0,-89.89
100.00,WP1,31.14366,35.96671,834.0,-89.94
100.00,WP1,31.14366,35.97957,826.0,-89.99
100.00,WP1,31.14366,35.99242,900.0,-90.04
100.00,WP1,31.14366,36.00527,855.0,-90.08
100.00,WP1,31.14366,36.01813,858.0,-90.13
100.00,WP1,31.14366,36.03098,855.0,-90.18
100.00,WP1,31.14366,36.04384,883.0,-90.23
100.00,WP1,31.14366,36.05669,916.0,-90.27
100.00,WP1,31.14366,36.06954,896.0,-90.32
100.00,WP1,31.14366,36.08240,920.0,-90.37
100.00,WP1,31.14366,36.09525,930.0,-90.41
100.00,WP1,31.14366,36.10811,943.0,-90.46
100.00,WP1,31.14366,36.12096,851.0,-90.51
100.00,WP1,31.14366,36.13381,818.0,-90.55
100.00,WP1,31.14366,36.14667,805.0,-90.60
100.00,WP1,31.14366,36.15952,827.0,-90.64
100.00,WP1,31.14366,36.17238,823.0,-90.69
100.00,WP1,31.14366,36.18523,817.0,-90.73
100.00,WP1,31.14366,36.19808,816.0,-90.78
100.00,WP1,31.14366,36.21094,816.0,-90.82
100.00,WP1,31.16338,34.92554,379.0,-84.99
100.00,WP1,31.16338,34.93839,432.0,-85.07
100.00,WP1,31.16338,34.95125,430.0,-85.15
100.00,WP1,31.16338,34.96410,435.0,-85.22
100.00,WP1,31.16338,34.97695,409.0,-85.30
100.00,WP1,31.16338,34.98981,416.0,-85.37
100.00,WP1,31.16338,35.00266,420.0,-85.45
100.00,WP1,31.16338,35.01552,425.0,-85.52
100.00,WP1,31.16338,35.02837,441.0,-85.60
100.00,WP1,31.16338,35.04122,475.0,-85.67
100.00,WP1,31.16338,35.05408,468.0,-85.74
100.00,WP1,31.16338,35.06693,498.0,-85.82
100.00,WP1,31.16338,35.07979,500.0,-85.89
100.00,WP1,31.16338,35.09264,529.0,-85.96
100.00,WP1,31.16338,35.10549,538.0,-86.03
100.00,WP1,31.16338,35.11835,560.0,-86.10
100.00,WP1,31.16338,35.13120,500.0,-86.17
100.00,WP1,31.16338,35.14406,509.0,-86.24
100.00,WP1,31.16338,35.15691,405.0,-86.31
100.00,WP1,31.16338,35.16976,281.0,-86.38
100.00,WP1,31.16338,35.18262,273.0,-86.45
100.00,WP1,31.16338,35.19547,214.0,-86.52
100.00,WP1,31.16338,35.20833,241.0,-86.59
100.00,WP1,31.16338,35.22118,233.0,-86.66
100.00,WP1,31.16338,35.23403,184.0,-86.72
100.00,WP1,31.16338,35.24689,170.0,-86.79
100.00,WP1,31.16338,35.25974,258.0,-86.86
100.00,WP1,31.16338,35.27260,228.0,-86.92
100.00,WP1,31.16338,35.28545,197.0,-86.99
100.00,WP1,31.16338,35.29830,181.0,-87.05
100.00,WP1,31.16338,35.31116,133.0,-87.12
100.00,WP1,31.16338,35.32401,60.0,-87.18
100.00,WP1,31.16338,35.33687,35.0,-87.25
100.00,WP1,31.16338,35.34972,-189.0,-87.31
100.00,WP1,31.16338,35.36257,-312.0,-87.38
100.00,WP1,31.16338,35.37543,-394.0,-87.44
100.00,WP1,31.16338,35.38828,-394.0,-87.50
100.00,WP1,31.16338,35.40114,-394.0,-87.56
100.00,WP1,31.16338,35.41399,-394.0,-87.62
100.00,WP1,31.16338,35.42684,-394.0,-87.69
100.00,WP1,31.16338,35.43970,-394.0,-87.75
100.00,WP1,31.16338,35.45255,-398.0,-87.81
100.00,WP1,31.16338,35.46541,-396.0,-87.87
100.00,WP1,31.16338,35.47826,-396.0,-87.93
100.00,WP1,31.16338,35.49111,-396.0,-87.99
100.00,WP1,31.16338,35.50397,-396.0,-88.05
100.00,WP1,31.16338,35.51682,-396.0,-88.10
100.00,WP1,31.16338,35.52968,-396.0,-88.16
100.00,WP1,31.16338,35.54253,-235.0,-88.22
100.00,WP1,31.16338,35.55538,74.0,-88.28
100.00,WP1,31.16338,35.56824,143.0,-88.33
100.00,WP1,31.16338,35.58109,286.0,-88.39
100.00,WP1,31.16338,35.59395,524.0,-88.45
100.00,WP1,31.16338,35.60680,450.0,-88.50
100.00,WP1,31.16338,35.61965,354.0,-88.56
100.00,WP1,31.16338,35.63251,515.0,-88.61
100.00,WP1,31.16338,35.64536,811.0,-88.67
100.00,WP1,31.16338,35.65822,994.0,-88.72
100.00,WP1,31.16338,35.67107,1096.0,-88.78
100.00,WP1,31.16338,35.68392,955.0,-88.83
100.00,WP1,31.16338,35.69678,1083.0,-88.89
100.00,WP1,31.16338,35.70963,1082.0,-88.94
100.00,WP1,31.16338,35.72249,955.0,-89.00
100.00,WP1,31.16338,35.73534,976.0,-89.05
100.00,WP1,31.16338,35.74819,971.0,-89.10
100.00,WP1,31.16338,35.76105,945.0,-89.16
100.00,WP1,31.16338,35.77390,914.0,-89.21
100.00,WP1,31.16338,35.78676,885.0,-89.26
100.00,WP1,31.16338,35.79961,882.0,-89.31
100.00,WP1,31.16338,35.81246,913.0,-89.36
100.00,WP1,31.16338,35.82532,854.0,-89.42
100.00,WP1,31.16338,35.83817,839.0,-89.47
100.00,WP1,31.16338,35.85103,819.0,-89.52
100.00,WP1,31.16338,35.86388,776.0,-89.57
100.00,WP1,31.16338,35.87673,809.0,-89.62
100.00,WP1,31.16338,35.88959,784.0,-89.67
100.00,WP1,31.16338,35.90244,829.0,-89.72
100.00,WP1,31.16338,35.91530,845.0,-89.77
100.00,WP1,31.16338,35.92815,805.0,-89.82
100.00,WP1,31.16338,35.94100,864.0,-89.87
100.00,WP1,31.16338,35.95386,809.0,-89.91
100.00,WP1,31.16338,35.96671,843.0,-89.96
100.00,WP1,31.16338,35.97957,919.0,-90.01
100.00,WP1,31.16338,35.99242,914.0,-90.06
100.00,WP1,31.16338,36.00527,885.0,-90.11
100.00,WP1,31.16338,36.01813,882.0,-90.15
100.00,WP1,31.16338,36.03098,841.0,-90.20
100.00,WP1,31.16338,36.04384,917.0,-90.25
100.00,WP1,31.16338,36.05669,879.0,-90.30
100.00,WP1,31.16338,36.06954,890.0,-90.34
100.00,WP1,31.16338,36.08240,907.0,-90.39
100.00,WP1,31.16338,36.09525,894.0,-90.44
100.00,WP1,31.16338,36.10811,841.0,-90.48
100.00,WP1,31.16338,36.12096,806.0,-90.53
100.00,WP1,31.16338,36.13381,823.0,-90.57
100.00,WP1,31.16338,36.14667,827.0,-90.62
100.00,WP1,31.16338,36.15952,818.0,-90.66
100.00,WP1,31.16338,36.17238,824.0,-90.71
100.00,WP1,31.16338,36.18523,834.0,-90.75
100.00,WP1,31.16338,36.19808,832.0,-90.80
100.00,WP1,31.16338,36.21094,842.0,-90.84
100.00,WP1,31.18311,34.92554,370.0,-85.07
100.00,WP1,31.18311,34.93839,395.0,-85.14
100.00,WP1,31.18311,34.95125,377.0,-85.22
100.00,WP1,31.18311,34.96410,390.0,-85.30
100.00,WP1,31.18311,34.97695,402.0,-85.37
100.00,WP1,31.18311,34.98981,402.0,-85.44
100.00,WP1,31.18311,35.00266,403.0,-85.52
100.00,WP1,31.18311,35.01552,412.0,-85.59
100.00,WP1,31.18311,35.02837,428.0,-85.66
100.00,WP1,31.18311,35.04122,440.0,-85.74
100.00,WP1,31.18311,35.05408,455.0,-85.81
100.00,WP1,31.18311,35.06693,515.0,-85.88
100.00,WP1,31.18311,35.07979,467.0,-85.95
100.00,WP1,31.18311,35.09264,491.0,-86.02
100.00,WP1,31.18311,35.10549,498.0,-86.09
100.00,WP1,31.18311,35.11835,508.0,-86.16
100.00,WP1,31.18311,35.13120,434.0,-86.23
100.00,WP1,31.18311,35.14406,471.0,-86.30
100.00,WP1,31.18311,35.15691,502.0,-86.37
100.00,WP1,31.18311,35.16976,404.0,-86.44
100.00,WP1,31.18311,35.18262,339.0,-86.51
100.00,WP1,31.18311,35.19547,355.0,-86.58
100.00,WP1,31.18311,35.20833,404.0,-86.64
100.00,WP1,31.18311,35.22118,315.0,-86.71
100.00,WP1,31.18311,35.23403,251.0,-86.78
100.00,WP1,31.18311,35.24689,189.0,-86.84
100.00,WP1,31.18311,35.25974,243.0,-86.91
100.00,WP1,31.18311,35.27260,235.0,-86.97
100.00,WP1,31.18311,35.28545,199.0,-87.04
100.00,WP1,31.18311,35.29830,188.0,-87.10
100.00,WP1,31.18311,35.31116,198.0,-87.17
100.00,WP1,31.18311,35.32401,96.0,-87.23
100.00,WP1,31.18311,35.33687,54.0,-87.29
100.00,WP1,31.18311,35.34972,26.0,-87.36
100.00,WP1,31.18311,35.36257,-358.0,-117.42
100.00,WP1,31.18311,35.37543,-394.0,-117.48
100.00,WP1,31.18311,35.38828,-394.0,-117.54
100.00,WP1,31.18311,35.40114,-394.0,-87.61
100.00,WP1,31.18311,35.41399,-394.0,-87.67
100.00,WP1,31.18311,35.42684,-394.0,-87.73
100.00,WP1,31.18311,35.43970,-399.0,-87.79
100.00,WP1,31.18311,35.45255,-396.0,-87.85
100.00,WP1,31.18311,35.46541,-396.0,-87.91
100.00,WP1,31.18311,35.47826,-396.0,-87.97
100.00,WP1,31.18311,35.49111,-396.0,-88.02
100.00,WP1,31.18311,35.50397,-396.0,-88.08
100.00,WP1,31.18311,35.51682,-396.0,-88.14
100.00,WP1,31.18311,35.52968,-393.0,-88.20
100.00,WP1,31.18311,35.54253,-265.0,-88.26
100.00,WP1,31.18311,35.55538,-91.0,-88.31
100.00,WP1,31.18311,35.56824,-93.0,-88.37
100.00,WP1,31.18311,35.58109,-103.0,-88.43
100.00,WP1,31.18311,35.59395,191.0,-88.48
100.00,WP1,31.18311,35.60680,496.0,-88.54
100.00,WP1,31.18311,35.61965,695.0,-88.59
100.00,WP1,31.18311,35.63251,864.0,-88.65
100.00,WP1,31.18311,35.64536,1017.0,-88.70
100.00,WP1,31.18311,35.65822,1056.0,-88.76
100.00,WP1,31.18311,35.67107,961.0,-88.81
100.00,WP1,31.18311,35.68392,935.0,-88.87
